Código de Ubigeo,DISTRITOS,SIN EDUCACIÓN FORMAL,EDUCACIÓN ESPECIAL INCOMPLETA,EDUCACIÓN ESPECIAL COMPLETA,EDUCACIÓN PRIMARIA INCOMPLETA,EDUCACIÓN PRIMARIA COMPLETA,EDUCACIÓN SECUNDARIA INCOMPLETA,EDUCACIÓN SECUNDARIA COMPLETA,EDUCACIÓN TÉCNICA INCOMPLETA,EDUCACIÓN TÉCNICA COMPLETA,"EDUCACIÓN SUPERIOR (INSTITUTO SUPERIOR, ETC) INCOMPLETA","EDUCACIÓN SUPERIOR (INSTITUTO SUPERIOR, ETC) COMPLETA",EDUCACIÓN UNIVERSITARIA INCOMPLETA,EDUCACIÓN UNIVERSITARIA COMPLETA,GRADO DE BACHILLER,TITULADO,ESTUDIOS DE MAESTRÍA INCOMPLETA,ESTUDIOS DE MAESTRÍA COMPLETA,GRADO DE MAESTRÍA,ESTUDIOS DE DOCTORADO INCOMPLETO,ESTUDIOS DE DOCTORADO COMPLETO,GRADO DE DOCTOR,NO DETERMINADO
150810,SANTA MARIA, 3 482 , 1 954 , 3 438 , 3 275 , 3 872 , 4 154 , 4 373 , 4 708 , 4 431 , 4 973 , 5 524 , 4 390 , 7 553 , 6 839 , 10 823 , 3 239 , 16 436 , 10 730 , - , - , - , 2 303 
150811,SAYAN, 3 818 , 2 946 , 2 271 , 3 286 , 3 347 , 3 453 , 3 548 , 2 864 , 4 381 , 4 316 , 5 168 , 3 723 , 6 919 , 5 139 , 9 608 , 6 642 , 7 729 , 2 647 , - , - , - , 2 364 
150812,VEGUETA, 5 263 , - , 1 957 , 4 376 , 4 513 , 4 339 , 4 095 , 4 086 , 4 984 , 3 139 , 3 303 , 3 264 , 6 103 , 6 752 , 7 522 , 5 913 , 7 732 , 2 271 , - , - , 2 474 , 6 706 
150901,OYON, 3 474 , - , 11 107 , 2 703 , 5 244 , 3 541 , 6 610 , 7 300 , 9 167 , 3 360 , 7 790 , 7 928 , 16 114 , 23 121 , 20 409 , 20 093 , 19 746 , 24 073 , - , 3 338 , - , 3 762 
150902,ANDAJES, - , - , - , - , - , - , 930 , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
150904,COCHAMARCA, - , - , - , - , 1 270 , - , 1 292 , - , - , 930 , - , - , - , - , 1 200 , - , - , - , - , - , - , - 
150905,NAVAN, - , - , - , - , - , 2 161 , 4 226 , - , 8 252 , - , 10 027 , - , - , 16 587 , 19 093 , - , - , - , - , - , - , - 
150906,PACHANGARA, 930 , - , 2 795 , - , - , 2 130 , 6 063 , 2 326 , 8 073 , 3 742 , 8 244 , 6 558 , 14 207 , 8 312 , 17 373 , 9 973 , 33 583 , - , - , - , - , 11 291 
151001,YAUYOS, - , - , - , - , - , - , 2 828 , 2 492 , 1 751 , 930 , - , - , 930 , - , - , - , - , - , - , - , - , - 
151002,ALIS, - , - , - , 3 193 , 5 752 , 3 474 , 7 355 , 9 109 , 6 354 , 3 499 , 9 358 , 7 912 , 17 471 , 16 057 , 26 840 , - , 10 337 , 9 215 , - , - , - , - 
151003,ALLAUCA, - , - , - , - , - , - , 2 623 , - , 3 655 , - , - , - , - , - , - , - , - , - , - , - , - , - 
151007,CARANIA, - , - , - , - , - , - , 1 508 , - , 2 396 , - , - , - , - , - , - , - , - , - , - , - , - , - 
151008,CATAHUASI, - , - , - , - , - , 2 653 , 3 118 , 810 , 3 119 , 527 , - , - , 7 812 , - , 4 831 , - , - , - , - , - , - , - 
151014,HUANCAYA, - , - , - , - , - , - , - , - , 930 , - , - , - , 930 , - , - , - , - , - , - , - , - , - 
151015,HUANGASCAR, - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
151018,LARAOS, - , - , - , 2 273 , 2 351 , 2 371 , 6 286 , 1 410 , 4 595 , - , 2 327 , - , 10 876 , 6 749 , 17 089 , - , - , - , - , - , - , 14 699 
151026,SAN JOAQUIN, - , - , - , - , - , - , - , - , 3 250 , - , - , - , 6 000 , - , - , - , - , - , - , - , - , - 
151029,TAURIPAMPA, - , - , - , - , - , - , 1 860 , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
151030,TOMAS, - , - , - , - , - , 1 952 , 3 378 , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
151032,VIÑAC, - , - , - , - , - , - , 3 188 , - , - , 1 028 , - , - , - , - , - , - , - , - , - , - , - , - 
151033,VITIS, - , - , - , - , - , - , - , - , 1 023 , - , - , - , - , - , - , - , - , - , - , - , - , - 
160101,IQUITOS, 3 899 , 2 943 , 3 762 , 6 076 , 3 809 , 3 701 , 4 167 , 4 636 , 5 310 , 5 092 , 5 936 , 5 950 , 7 801 , 7 611 , 9 273 , 8 280 , 9 693 , 11 198 , 2 977 , 8 037 , 7 605 , 4 026 
160102,ALTO NANAY, - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 300 , - , - , - , - , - , - , - 
160103,FERNANDO LORES, - , - , - , 1 211 , 2 427 , 1 229 , 3 550 , 1 472 , 2 783 , 3 171 , 3 661 , 7 025 , - , - , - , - , - , - , - , - , - , - 
160104,INDIANA, - , - , - , - , - , 954 , 1 206 , - , 1 986 , - , 930 , 1 500 , - , - , - , - , - , - , - , - , - , - 
160106,MAZAN, - , - , - , - , - , 930 , 2 790 , 1 860 , 2 287 , - , - , - , - , - , - , - , - , - , - , - , - , - 
160107,NAPO, - , - , - , - , - , - , 2 558 , - , 5 159 , - , 8 739 , - , - , - , 10 692 , - , - , - , - , - , - , - 
160108,PUNCHANA, 3 621 , 2 244 , 3 474 , 2 594 , 4 007 , 3 992 , 4 038 , 4 036 , 4 283 , 5 944 , 5 406 , 10 298 , 7 374 , 10 567 , 8 024 , 3 111 , 5 332 , 11 161 , - , - , 930 , 4 689 
160112,BELEN, 3 503 , - , 4 155 , 2 417 , 3 899 , 3 301 , 3 660 , 3 491 , 4 940 , 3 893 , 4 534 , 4 106 , 7 103 , 7 402 , 7 005 , - , 5 952 , 1 686 , 1 200 , 2 550 , - , 3 056 
160113,SAN JUAN BAUTISTA, 4 305 , 1 800 , 1 002 , 2 115 , 3 648 , 3 481 , 3 770 , 4 647 , 5 881 , 4 078 , 7 092 , 4 827 , 9 826 , 8 290 , 19 087 , 2 367 , 8 037 , 5 469 , - , 6 514 , 5 480 , 4 371 
160201,YURIMAGUAS, 3 778 , - , 2 461 , 3 289 , 3 287 , 3 963 , 3 418 , 4 349 , 5 007 , 4 242 , 5 860 , 6 988 , 10 730 , 5 576 , 8 198 , 1 696 , 9 360 , 26 019 , - , - , - , 2 324 
160206,LAGUNAS, - , - , - , - , - , - , 1 860 , - , 2 210 , - , - , - , - , - , - , - , - , - , - , - , - , - 
160207,MANSERICHE , - , - , - , - , - , - , 2 388 , 1 318 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
160208,MORONA, - , - , - , 1 918 , 4 004 , - , 5 580 , 4 752 , 5 146 , 3 515 , 6 123 , - , 13 545 , - , 3 876 , - , - , - , - , - , - , 1 751 
160209,PASTAZA, - , - , - , - , - , - , 4 484 , 1 579 , 3 813 , 2 184 , - , 1 778 , 5 804 , - , 4 115 , - , - , - , - , - , - , - 
160211,TENIENTE CESAR LOPEZ ROJAS, - , - , - , - , - , - , 5 105 , - , 2 348 , - , 3 993 , - , - , - , 4 615 , - , - , - , - , - , - , - 
160301,NAUTA, 1 860 , - , 1 023 , 7 000 , 12 868 , 4 257 , 7 739 , 2 194 , 6 232 , 2 336 , 3 901 , 3 394 , 7 009 , 5 641 , 9 005 , - , - , - , - , - , - , 2 311 
160302,PARINARI , - , - , - , - , - , - , 1 230 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
160303,TIGRE, - , - , - , - , - , - , 930 , - , 1 593 , - , - , - , - , - , 930 , - , - , - , - , - , - , - 
160304,TROMPETEROS, - , - , - , - , 1 518 , - , 4 872 , 1 671 , 9 185 , - , 8 150 , - , 6 590 , 9 593 , 18 733 , - , - , - , - , - , - , - 
160305,URARINAS, - , - , - , - , - , 1 689 , 3 443 , 4 066 , 3 521 , 917 , - , 1 716 , 9 281 , - , - , - , - , - , - , - , - , - 
160401,RAMON CASTILLA, 2 093 , - , - , - , - , 930 , 3 571 , 1 890 , 2 217 , 1 891 , - , - , 2 730 , - , 5 460 , - , - , - , - , - , - , 1 593 
160402,PEBAS, - , - , - , - , - , - , 1 860 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
160403,YAVARI /1, - , - , - , - , 1 890 , 930 , 3 228 , 1 115 , 3 036 , 5 156 , - , - , - , - , - , - , - , - , - , - , - , - 
160404,SAN PABLO, - , - , - , - , - , 930 , 2 313 , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - 
160501,REQUENA, 930 , - , - , - , 2 489 , 1 858 , 2 873 , - , 3 695 , 1 883 , 5 850 , 5 844 , 4 504 , 3 287 , 6 111 , - , - , - , - , - , - , 1 000 
160504,EMILIO SAN MARTIN, - , - , - , - , - , - , - , - , 1 308 , - , - , - , - , - , - , - , - , - , - , - , - , - 
160506,PUINAHUA, - , - , - , - , - , 1 667 , 1 556 , 5 017 , 4 750 , - , - , 10 140 , 7 804 , 10 285 , 8 133 , - , - , - , - , - , - , - 
160507,SAQUENA, - , - , - , - , - , - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - 
160510,JENARO HERRERA, - , - , - , - , 930 , - , 2 430 , - , - , - , - , 1 000 , - , - , - , - , - , - , - , - , - , - 
160601,CONTAMANA, 2 448 , 930 , 930 , 930 , 1 860 , 2 022 , 3 308 , 1 786 , 3 019 , 930 , 1 838 , 2 892 , 2 179 , - , 930 , - , - , - , - , - , - , - 
160602,INAHUAYA, - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
160604,PAMPA HERMOSA, - , - , - , - , - , - , - , 930 , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
160605,SARAYACU, - , - , - , - , - , - , - , - , 2 668 , - , - , - , - , - , - , - , - , - , - , - , - , - 
160606,VARGAS GUERRA, - , - , - , 942 , 2 596 , 3 003 , 3 036 , 2 905 , 3 890 , 2 375 , 2 076 , 698 , 1 733 , 3 117 , - , - , - , - , - , - , - , - 
160701,BARRANCA, 3 727 , - , - , 1 958 , 3 804 , 2 878 , 4 796 , 2 188 , 3 753 , 1 906 , 4 586 , 2 441 , 4 633 , 4 822 , 4 928 , 2 000 , - , - , - , - , - , 2 530 
160703,MANSERICHE, - , 1 430 , 2 884 , 2 038 , 2 489 , 5 449 , 4 818 , 3 197 , 4 896 , 6 790 , 4 531 , 3 460 , 12 725 , - , 1 884 , - , - , - , - , - , - , 2 854 
160704,MORONA, - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
160705,PASTAZA, - , - , - , - , - , - , 3 951 , 930 , 5 387 , - , 3 057 , - , 939 , - , - , - , - , - , - , - , - , - 
160706,ANDOAS, - , - , - , - , - , 930 , 2 754 , 4 297 , 3 168 , 21 887 , 2 365 , - , 19 900 , 25 694 , 36 915 , - , - , - , - , - , - , - 
160801,PUTUMAYO, - , - , - , - , - , - , 947 , - , 1 023 , - , - , 1 008 , - , 2 322 , - , - , - , - , - , - , - , - 
170101,TAMBOPATA, 4 027 , 3 460 , 3 703 , 3 204 , 3 696 , 3 508 , 4 089 , 4 395 , 4 704 , 4 152 , 5 830 , 6 023 , 8 383 , 8 977 , 9 309 , 10 260 , 8 277 , 6 655 , 1 617 , 19 296 , 6 758 , 3 426 
170102,INAMBARI , 3 332 , - , 4 319 , 2 477 , 2 254 , 2 273 , 3 714 , 4 316 , 4 588 , 4 122 , 6 126 , 7 503 , 14 883 , 6 743 , 9 361 , - , 930 , 5 552 , - , 1 864 , - , 3 173 
170103,LAS PIEDRAS, 2 498 , - , 1 368 , 2 729 , 3 764 , 3 738 , 4 375 , 4 120 , 5 759 , 4 016 , 4 554 , 3 809 , 9 290 , 7 898 , 10 437 , - , 8 052 , 4 045 , - , - , - , 2 108 
170104,LABERINTO, 967 , - , - , 3 447 , 3 258 , 3 298 , 4 079 , 2 298 , 3 624 , 5 570 , 2 461 , 2 856 , 4 317 , 4 503 , 7 976 , - , - , - , - , - , - , 2 126 
170201,MANU  , - , - , - , - , 1 052 , 853 , 1 119 , 930 , 2 316 , 1 860 , 1 023 , 1 000 , - , - , 3 787 , - , - , - , - , - , - , 930 
170202,FITZCARRALD  , - , - , - , - , - , - , 2 637 , - , 568 , 992 , 797 , - , 1 500 , 2 133 , 2 167 , - , - , - , - , - , - , - 
170203,MADRE DE DIOS  , 6 740 , - , 1 000 , 3 735 , 3 508 , 2 342 , 3 738 , 3 971 , 4 297 , 2 554 , 4 797 , 3 745 , 1 650 , 3 822 , 7 897 , - , 9 255 , - , - , - , - , 1 389 
170204,HUEPETUHE, 4 214 , 2 858 , 1 208 , 3 131 , 2 391 , 4 510 , 5 861 , 7 535 , 5 548 , 4 978 , 6 503 , 5 138 , 8 070 , 3 838 , 6 851 , - , 4 773 , 10 909 , - , - , - , 3 451 
170301,IÑAPARI, 633 , - , 1 593 , 4 276 , 3 388 , 3 978 , 4 355 , 5 829 , 5 272 , 5 141 , 4 551 , 6 597 , 8 220 , 7 548 , 10 699 , 2 320 , - , 18 242 , - , - , - , 1 870 
170302,IBERIA, 7 401 , - , 921 , 1 785 , 1 737 , 2 984 , 4 140 , 2 027 , 5 445 , 5 412 , 5 677 , 5 880 , 7 827 , 8 532 , - , 1 093 , - , - , - , - , - , - 
170303,TAHUAMANU, - , 930 , 2 441 , 1 139 , - , 3 041 , 5 305 , 2 357 , 4 891 , 3 150 , - , 3 022 , 6 641 , 1 797 , 3 523 , - , - , - , - , - , - , 1 462 
180101,MOQUEGUA, 4 317 , 3 754 , 4 424 , 3 941 , 3 879 , 4 030 , 7 116 , 4 543 , 6 298 , 4 589 , 8 802 , 5 578 , 18 426 , 11 344 , 24 432 , 23 424 , 11 838 , 34 294 , 1 012 , 43 580 , 17 807 , 3 870 
180102,CARUMAS, - , - , - , - , 2 676 , 2 440 , 8 755 , 7 229 , 16 299 , 6 638 , 6 992 , 4 795 , 20 618 , 10 933 , 22 746 , - , - , 4 950 , - , - , - , 2 490 
180103,CUCHUMBAYA, - , - , - , - , - , - , 1 953 , 1 162 , 2 651 , 465 , - , - , - , - , - , - , - , - , - , - , - , - 
180104,SAMEGUA, - , - , - , 588 , 2 783 , 4 127 , 4 323 , 4 670 , 6 230 , 5 723 , 5 541 , 5 377 , 6 161 , 5 701 , 23 806 , - , - , - , - , - , - , 2 365 
180105,SAN CRISTOBAL, - , - , - , - , - , - , 6 486 , - , 2 632 , - , - , - , 5 462 , - , - , - , - , - , - , - , - , - 
180106,TORATA, 8 579 , 8 783 , - , 3 244 , 3 022 , 5 679 , 6 395 , 7 547 , 9 800 , 9 661 , 13 452 , 9 203 , 16 015 , 14 457 , 30 407 , 14 128 , 14 350 , 13 221 , - , - , 2 957 , 3 134 
180107,#N/A, - , - , - , - , - , - , - , - , 1 202 , - , - , - , - , - , 1 650 , - , - , - , - , - , - , - 
180201,OMATE, - , - , - , - , - , - , 2 305 , 1 198 , 3 655 , 676 , 4 213 , 465 , 3 822 , 930 , 500 , - , - , - , - , - , - , 930 
180202,CHOJATA, - , - , - , - , - , - , 2 241 , - , - , - , - , - , 2 223 , - , - , - , - , - , - , - , - , - 
180204,ICHUÑA, - , - , - , - , - , - , 3 960 , - , 4 104 , 875 , 1 093 , 9 297 , 3 842 , 36 442 , 22 009 , - , 22 579 , 21 688 , - , - , - , - 
180205,LA CAPILLA, - , - , - , - , - , - , 500 , - , 3 326 , - , - , 1 000 , - , - , - , - , - , - , - , - , - , - 
180207,MATALAQUE, - , - , - , 1 322 , - , 1 941 , 7 268 , 5 747 , 6 916 , 2 494 , 3 088 , 4 497 , 6 009 , 2 803 , 27 226 , - , - , - , - , - , - , - 
180208,PUQUINA, - , - , - , - , - , 919 , 4 548 , 930 , 6 085 , - , - , 1 843 , 3 348 , 7 926 , 11 253 , - , - , - , - , - , - , - 
180209,QUINISTAQUILLAS, - , - , - , - , - , - , 2 585 , - , - , - , - , 1 500 , 5 843 , - , 13 960 , - , - , - , - , - , - , - 
180210,UBINAS, - , - , - , - , - , - , 2 903 , 2 099 , 2 037 , - , 1 363 , - , - , - , 2 931 , - , - , - , - , - , - , - 
180211,YUNGA, - , - , - , - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - 
180301,ILO, 16 879 , 2 177 , 2 796 , 3 506 , 3 777 , 7 019 , 4 755 , 4 690 , 5 720 , 5 342 , 8 390 , 5 372 , 11 200 , 7 975 , 10 174 , 6 622 , 8 368 , 10 075 , 7 572 , 3 010 , 10 836 , 3 610 
180302,EL ALGARROBAL, - , - , - , - , - , 1 300 , 974 , 1 310 , 3 370 , - , 4 814 , 3 352 , - , - , - , - , - , - , - , - , - , - 
180303,PACOCHA, 5 797 , 1 596 , 5 234 , - , 6 630 , 9 582 , 6 573 , 5 242 , 10 462 , 15 002 , 13 669 , 16 997 , 24 597 , 17 751 , 10 465 , 12 459 , 9 379 , 26 611 , 4 505 , 3 817 , - , 8 766 
190101,CHAUPIMARCA, 1 945 , - , 2 864 , 1 854 , 1 889 , 2 921 , 3 592 , 4 288 , 4 247 , 3 187 , 5 921 , 4 489 , 5 966 , 8 599 , 7 986 , 1 093 , 6 495 , 877 , 3 199 , - , - , 2 695 
190102,HUACHON, - , - , - , 1 814 , - , 3 957 , 4 383 , 1 823 , 5 852 , - , - , 512 , 3 465 , 3 208 , 3 366 , - , - , - , - , - , - , - 
190103,HUARIACA, - , 930 , - , 930 , 1 860 , 2 099 , 1 950 , 2 795 , 3 650 , 3 788 , 2 900 , 3 375 , 4 122 , 3 117 , 3 184 , - , 1 963 , - , - , - , - , - 
190104,HUAYLLAY, 2 057 , - , - , 2 623 , 4 965 , 6 255 , 6 298 , 5 578 , 7 441 , 7 264 , 9 439 , 8 494 , 10 128 , 17 530 , 19 777 , 11 915 , 37 855 , 24 581 , - , - , - , 2 201 
190105,NINACACA, - , - , - , - , - , 674 , 2 924 , 930 , 1 941 , 930 , 1 200 , - , 1 904 , 1 260 , - , - , - , - , - , - , - , - 
190106,PALLANCHACRA, - , - , - , - , 1 023 , 930 , 1 023 , 1 460 , 1 336 , 1 023 , - , 1 023 , 1 023 , - , - , - , - , - , - , - , - , - 
190107,PAUCARTAMBO, - , - , - , - , 1 063 , 1 210 , 4 357 , 4 353 , 4 450 , 1 665 , 8 507 , 3 661 , 10 441 , 20 202 , 19 355 , - , 24 551 , - , - , - , - , - 
190108,SAN FRANCISCO DE ASIS DE YARUSYACAN, 4 131 , - , 2 153 , - , 1 669 , 2 647 , 5 536 , 4 237 , 5 844 , 4 300 , 4 532 , 6 803 , 8 381 , 8 567 , 14 909 , - , - , 7 054 , - , - , - , 3 184 
190109,SIMON BOLIVAR, 5 070 , 2 128 , 1 364 , 1 596 , 4 401 , 4 028 , 5 202 , 4 393 , 5 251 , 5 139 , 4 005 , 5 460 , 7 500 , 6 616 , 9 775 , 8 716 , 5 633 , - , - , - , - , 2 706 
190110,TICLACAYAN, - , - , - , - , - , 890 , 2 730 , 2 682 , 5 795 , 3 566 , 3 312 , - , 10 334 , - , 5 971 , - , - , - , - , - , - , 1 000 
190111,TINYAHUARCO, 930 , 1 023 , 3 839 , 7 902 , 5 270 , 7 302 , 6 444 , 5 939 , 7 752 , 5 870 , 8 933 , 6 979 , 13 555 , 20 128 , 18 615 , 6 375 , 5 053 , 36 595 , - , - , - , 8 044 
190112,VICCO, 1 491 , - , 1 109 , 1 230 , 2 198 , 1 293 , 3 794 , 2 670 , 4 777 , 1 116 , 2 000 , 3 385 , 5 198 , 1 085 , 3 143 , - , - , - , - , - , - , 1 133 
190113,YANACANCHA, 3 034 , - , - , 3 631 , 3 206 , 4 432 , 5 766 , 5 593 , 6 666 , 5 022 , 5 297 , 5 811 , 12 965 , 12 838 , 17 257 , 7 023 , 5 407 , 13 253 , - , - , - , 2 675 
190201,YANAHUANCA, - , - , 1 701 , - , 2 594 , 1 499 , 4 588 , 2 363 , 4 142 , 2 256 , 4 183 , 2 324 , 4 396 , 6 185 , 11 791 , - , - , - , - , - , - , - 
190202,CHACAYAN, - , - , - , - , - , - , 2 667 , - , 930 , - , - , - , 1 200 , - , - , - , - , - , - , - , - , - 
190204,PAUCAR, - , - , - , - , - , - , 6 133 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
190205,SAN PEDRO DE PILLAO, - , - , 1 798 , - , 1 705 , 3 552 , 4 689 , - , 5 868 , - , - , - , 3 063 , - , 14 015 , - , - , - , - , - , - , - 
190206,SANTA ANA DE TUSI, 2 536 , - , - , - , 1 777 , 1 571 , 5 446 , 4 000 , 5 000 , - , 3 917 , 3 784 , 12 070 , - , 8 238 , - , - , - , - , - , - , - 
190207,TAPUC, - , - , - , - , - , - , 2 913 , - , 1 812 , - , - , 1 023 , 3 524 , - , - , - , - , - , - , - , - , - 
190208,VILCABAMBA, - , - , - , - , - , - , 1 100 , - , 1 500 , - , - , - , - , - , - , - , - , - , - , - , - , - 
190301,OXAPAMPA, 5 363 , - , 1 860 , 2 305 , 3 484 , 3 550 , 3 850 , 3 509 , 3 927 , 3 368 , 4 701 , 3 462 , 8 724 , 15 180 , 8 545 , 4 315 , 11 144 , 9 205 , - , - , - , 2 975 
190302,CHONTABAMBA, - , - , - , 1 914 , 1 905 , 2 991 , 3 467 , 996 , 3 468 , 3 126 , 2 671 , 1 840 , 2 903 , 2 500 , 4 922 , - , - , - , - , - , - , 3 350 
190303,HUANCABAMBA, - , - , - , 1 974 , 1 524 , 1 145 , 4 835 , 3 157 , 5 419 , 4 225 , 3 815 , 2 228 , 10 415 , 4 637 , 4 314 , 3 800 , - , - , - , - , - , 930 
190304,PALCAZU, - , - , - , - , - , 2 807 , 3 636 , - , 3 954 , - , 1 911 , 3 141 , 4 985 , - , - , - , - , - , - , - , - , - 
190305,POZUZO, - , - , - , 1 294 , - , - , 4 265 , 2 441 , 5 213 , 930 , 1 556 , 930 , 5 265 , - , 930 , - , - , - , - , - , - , 1 330 
190306,PUERTO BERMUDEZ, 2 129 , - , - , 1 698 , 1 886 , 1 821 , 3 958 , 2 705 , 4 004 , 5 440 , 3 809 , 5 474 , 7 021 , 5 888 , 4 620 , - , - , - , - , - , - , 930 
190307,VILLA RICA, 2 871 , 1 043 , 1 860 , 2 228 , 1 917 , 2 254 , 3 477 , 3 536 , 4 177 , 3 799 , 5 800 , 7 345 , 5 286 , 8 561 , 3 860 , - , - , - , - , - , - , 2 085 
190308,CONSTITUCIÓN, - , - , - , - , 1 366 , 3 722 , 3 650 , 3 595 , 4 539 , 3 577 , 3 483 , 2 155 , 9 924 , 5 094 , 8 546 , - , - , - , - , - , - , - 
200101,PIURA, 5 697 , 3 880 , 9 110 , 3 713 , 3 850 , 3 753 , 4 428 , 3 973 , 4 840 , 4 619 , 6 159 , 5 342 , 8 377 , 7 954 , 12 390 , 10 807 , 22 589 , 12 227 , 7 184 , 9 495 , 20 338 , 3 764 
200104,CASTILLA, 3 590 , 2 773 , 3 002 , 2 771 , 3 019 , 3 005 , 3 217 , 3 904 , 4 473 , 4 792 , 5 623 , 4 131 , 9 828 , 6 297 , 9 562 , 7 596 , 9 318 , 12 446 , 1 932 , 3 504 , 12 060 , 3 880 
200105,CATACAOS, 5 685 , 1 026 , 1 847 , 2 965 , 3 106 , 3 137 , 3 599 , 6 070 , 4 959 , 3 818 , 11 998 , 4 042 , 8 568 , 10 611 , 9 152 , 3 240 , 6 878 , 21 974 , - , 6 136 , - , 3 287 
200107,CURA MORI, 2 960 , 930 , 2 640 , 1 919 , 3 166 , 3 051 , 3 315 , 6 344 , 6 925 , 5 703 , 11 647 , 3 859 , 9 377 , 8 185 , 36 348 , - , 5 734 , 14 294 , - , - , - , 1 187 
200108,EL TALLAN, - , - , - , - , - , - , 2 310 , - , 4 107 , 930 , 1 568 , - , - , - , 4 936 , - , - , - , - , - , - , - 
200109,LA ARENA, 930 , - , - , 1 074 , 1 360 , 3 211 , 4 159 , 2 832 , 3 516 , 1 918 , 3 846 , 2 401 , 3 981 , 1 023 , 7 939 , 680 , 1 500 , - , - , - , - , 2 998 
200110,LA UNION, 3 485 , - , 2 000 , 2 983 , 1 901 , 4 817 , 3 349 , 2 626 , 4 719 , 3 956 , 5 250 , 5 171 , 7 555 , 8 338 , 9 773 , - , - , 3 765 , - , - , - , 2 811 
200111,LAS LOMAS, 2 017 , - , 4 292 , 3 149 , 3 489 , 4 066 , 4 562 , 2 542 , 5 453 , 2 839 , 5 903 , 4 643 , 8 386 , 6 265 , 7 317 , 4 500 , - , - , - , - , - , 1 874 
200114,TAMBO GRANDE, 4 481 , 2 965 , 3 476 , 3 037 , 3 230 , 3 283 , 3 426 , 3 947 , 4 631 , 4 659 , 6 116 , 4 553 , 11 149 , 8 095 , 20 581 , 22 259 , 26 232 , 22 725 , - , 23 825 , 8 962 , 4 083 
200115,VEINTISEIS DE OCTUBRE, 4 852 , 2 422 , 3 685 , 3 313 , 4 135 , 3 447 , 3 677 , 3 850 , 4 176 , 3 670 , 4 986 , 4 141 , 6 848 , 6 035 , 8 871 , 5 566 , 6 292 , 7 956 , - , 1 593 , 683 , 2 917 
200201,AYABACA, 3 372 , - , 1 650 , - , 1 965 , 1 167 , 3 684 , 3 020 , 5 446 , 1 389 , 6 435 , 5 061 , 7 797 , 8 906 , 7 270 , - , - , - , - , - , - , 1 444 
200202,FRIAS, - , - , - , - , - , - , 2 906 , - , 2 314 , - , - , - , 1 280 , - , 1 500 , - , - , - , - , - , - , 930 
200203,JILILI, - , - , - , - , - , - , 930 , - , 3 407 , 930 , - , - , - , - , - , - , - , - , - , - , - , - 
200204,LAGUNAS, - , - , - , - , 903 , 928 , 4 715 , - , - , - , - , 2 308 , - , - , - , - , - , - , - , - , - , - 
200205,MONTERO, - , - , - , - , - , 1 582 , 2 144 , 2 811 , 5 501 , 1 440 , - , 3 566 , 5 257 , - , - , - , - , 2 606 , - , - , - , 930 
200206,PACAIPAMPA, - , - , - , - , 1 023 , 1 073 , 2 913 , 899 , - , 930 , - , 930 , 1 293 , - , - , - , - , - , - , - , - , - 
200207,PAIMAS, 930 , - , 930 , - , - , 930 , 4 717 , 1 419 , 4 142 , 4 375 , 4 911 , 946 , 6 353 , - , 2 311 , - , - , - , - , - , - , 930 
200208,SAPILLICA, - , - , - , - , - , 1 023 , 869 , - , - , - , - , 930 , - , - , 868 , - , - , - , - , - , - , - 
200210,SUYO, - , - , - , 1 023 , 2 443 , 2 231 , 4 310 , 2 860 , 4 776 , 1 083 , 2 000 , 2 000 , 6 797 , - , 1 000 , - , - , - , - , - , - , 1 860 
200301,HUANCABAMBA, - , - , - , - , 2 067 , 2 381 , 4 210 , 4 179 , 2 585 , 2 856 , 4 621 , 6 194 , 8 047 , 8 873 , 9 649 , 904 , 2 085 , - , - , 9 093 , - , 930 
200302,CANCHAQUE, 4 285 , 1 641 , - , - , 1 262 , 4 097 , 3 607 , 2 330 , 4 605 , 3 043 , 6 471 , 4 715 , 7 770 , 15 794 , 7 307 , - , - , 11 771 , - , - , - , 1 120 
200303,EL CARMEN DE LA FRONTERA, - , - , - , - , - , - , 992 , - , 1 071 , 1 023 , - , - , - , 930 , 1 023 , - , - , - , - , - , - , - 
200304,HUARMACA, 3 579 , - , - , - , 2 580 , 2 788 , 6 127 , 4 165 , 6 071 , 2 914 , 5 434 , 2 621 , 5 569 , 3 928 , 4 662 , - , - , - , - , - , - , 1 878 
200305,LALAQUIZ, - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 930 
